nome_produto,preco_produto,quantidade_vendida,nome_vendedor,status_vendedor,reputacao_cor,reviews_nota_media,reviews_quantidade_total,reviews_5_estrelas_pct,reviews_4_estrelas_pct,reviews_3_estrelas_pct,reviews_2_estrelas_pct,reviews_1_estrelas_pct,url_produto
Casa Print OfficeJet Pro Cartucho Compatível Com Hp 950xl Cn045al Black,"43,89",500,CASAPRINT SPEED,MercadoLíder,Verde,0.0,0,,,,,,https://www.mercadolivre.com.br/casa-print-officejet-pro-cartucho-compativel-com-hp-950xl-cn045al-black/p/MLB22534727#polycard_client=search-nordic&search_layout=grid&position=54&type=product&tracking_id=f869e5b0-8158-4e4c-bc8d-3cb8d61c0c08&wid=MLB5277958248&sid=search
Kit 04 Cartuchos 670xl Para Hp 3525 4615 4625 5525 Bkycm,"61,79",1000,odenirjose,MercadoLíder,Verde,4.7,471,81.74,12.1,3.61,0.21,2.34,https://www.mercadolivre.com.br/kit-04-cartuchos-670xl-para-hp-3525-4615-4625-5525-bkycm/up/MLBU1722874050#polycard_client=search-nordic&search_layout=grid&position=26&type=product&tracking_id=f869e5b0-8158-4e4c-bc8d-3cb8d61c0c08&wid=MLB2648423337&sid=search
Kit 2 Cartucho Compatível Com Hp 27 E 28 C8727ab C8728ab P/c,"167,79",4,CASAPRINT SPEED,MercadoLíder,Verde,4.5,2,50.0,50.0,0.0,0.0,0.0,https://www.mercadolivre.com.br/kit-2-cartucho-compativel-com-hp-27-e-28-c8727ab-c8728ab-pc/up/MLBU2883383962#polycard_client=search-nordic&search_layout=grid&position=36&type=product&tracking_id=f869e5b0-8158-4e4c-bc8d-3cb8d61c0c08&wid=MLB3925253697&sid=search
Kit 2 Cartuchos Bk P/ Hp 670xl Advantage 3525 4615 4625 5525,"43,81",1000,odenirjose,MercadoLíder,Verde,4.7,233,80.69,15.02,1.72,0.43,2.15,https://www.mercadolivre.com.br/kit-2-cartuchos-bk-p-hp-670xl-advantage-3525-4615-4625-5525/up/MLBU1744174286#polycard_client=search-nordic&search_layout=grid&position=56&type=product&tracking_id=f869e5b0-8158-4e4c-bc8d-3cb8d61c0c08&wid=MLB2897300319&sid=search
Kit 2 Cartuchos Compatível Com Hp 60 Black Cc641wb Cc644wb,"179,90",100,CASAPRINT SPEED,MercadoLíder,Verde,4.8,17,82.35,11.76,5.88,0.0,0.0,https://www.mercadolivre.com.br/kit-2-cartuchos-compativel-com-hp-60-black-cc641wb-cc644wb/p/MLB37790076#polycard_client=search-nordic&search_layout=grid&position=24&type=product&tracking_id=f869e5b0-8158-4e4c-bc8d-3cb8d61c0c08&wid=MLB3755390661&sid=search
Kit 2 Cartuchos Hp 664: 1un Preto + 1un Color,"164,90",0,CASAPRINT SPEED,MercadoLíder,Verde,4.7,4,86.47,7.33,2.24,0.81,3.15,https://www.mercadolivre.com.br/kit-2-cartuchos-hp-664-1un-preto-1un-color/p/MLB39028313#polycard_client=search-nordic&search_layout=grid&position=45&type=product&tracking_id=f869e5b0-8158-4e4c-bc8d-3cb8d61c0c08&wid=MLB5277946158&sid=search
Kit 2 cartuchos Preto e Colorido HP 662 para Impressoras 1516 2515 2516 3515 3516 2546 3546 4646,"162,97",0,Park Ecom,+50mil vendas,Verde,4.6,463,82.94,7.99,3.67,1.08,4.32,https://www.mercadolivre.com.br/kit-2-cartuchos-preto-e-colorido-hp-662-para-impressoras-1516-2515-2516-3515-3516-2546-3546-4646/p/MLB36794457#polycard_client=search-nordic&search_layout=grid&position=47&type=product&tracking_id=f869e5b0-8158-4e4c-bc8d-3cb8d61c0c08&wid=MLB4688529512&sid=search
Kit 2 Teckkin Tinta Para 664xl Preto Para Hp Para 664xl Para Hp Deskjet Ink Advantage 1115/1118/2135/2136/2138/2675/2676/2677/2678 /3635/3636/3638/3700/3775/3776/3778/3785//3787/3835/3836/3838/4535/45,"219,99",25,SS20241015191509,MercadoLíder,Verde,0.0,0,,,,,,https://www.mercadolivre.com.br/kit-2-teckkin-tinta-para-664xl-preto-para-hp-para-664xl-para-hp-deskjet-ink-advantage-111511182135213621382675267626772678-363536363638370037753776377837853787383538363838453545/p/MLB55236475#polycard_client=search-nordic&search_layout=grid&position=55&type=product&tracking_id=f869e5b0-8158-4e4c-bc8d-3cb8d61c0c08&wid=MLB5683967814&sid=search
Kit 3 Cartuchos Bk P/ Hp 670xl Advantage 3525 4615 4625 5525,"66,69",100,odenirjose,MercadoLíder,Verde,4.8,65,86.15,10.77,1.54,0.0,1.54,https://www.mercadolivre.com.br/kit-3-cartuchos-bk-p-hp-670xl-advantage-3525-4615-4625-5525/up/MLBU1725247173#polycard_client=search-nordic&search_layout=grid&position=25&type=product&tracking_id=f869e5b0-8158-4e4c-bc8d-3cb8d61c0c08&wid=MLB3206829939&sid=search
Kit 4 Cartucho 670xl Impressora Advantage 4615 4625 5525,"49,99",100,katarykmilllima,MercadoLíder,Verde,4.8,36,77.78,22.22,0.0,0.0,0.0,https://www.mercadolivre.com.br/kit-4-cartucho-670xl-impressora-advantage-4615-4625-5525/p/MLB40923739#polycard_client=search-nordic&search_layout=grid&position=22&type=product&tracking_id=f869e5b0-8158-4e4c-bc8d-3cb8d61c0c08&wid=MLB5324827556&sid=search
Kit 4 Cartucho 711xl 711 P/ Plotter T120 T130 T520 711 170,"159,95",25,IMPRINTML,+1000 vendas,Verde,4.6,5,80.0,0.0,20.0,0.0,0.0,https://www.mercadolivre.com.br/kit-4-cartucho-711xl-711-p-plotter-t120-t130-t520-711-170/up/MLBU1990022870#polycard_client=search-nordic&search_layout=grid&position=52&type=product&tracking_id=f869e5b0-8158-4e4c-bc8d-3cb8d61c0c08&wid=MLB4582017818&sid=search
Kit 4 Cartuchos Compatível Com Hp 564xl Cmyk B8550 C6350 564,"69,90",5,CASAPRINT SPEED,MercadoLíder,Verde,0.0,0,,,,,,https://www.mercadolivre.com.br/kit-4-cartuchos-compativel-com-hp-564xl-cmyk-b8550-c6350-564/up/MLBU1718933496#polycard_client=search-nordic&search_layout=grid&position=34&type=product&tracking_id=f869e5b0-8158-4e4c-bc8d-3cb8d61c0c08&wid=MLB1955301952&sid=search
Kit 4 Cartuchos Compatível Com Hp 670 3525 4615 4625 5525 A,"59,90",100,CASAPRINT SPEED,MercadoLíder,Verde,4.5,13,61.54,30.77,7.69,0.0,0.0,https://www.mercadolivre.com.br/kit-4-cartuchos-compativel-com-hp-670-3525-4615-4625-5525-a/p/MLB38803076#polycard_client=search-nordic&search_layout=grid&position=39&type=product&tracking_id=f869e5b0-8158-4e4c-bc8d-3cb8d61c0c08&wid=MLB3896509135&sid=search
Kit 4 Cartuchos Compatível Com Hp 933xl | 932xl Cmyk | 6100,"129,93",100,CASAPRINT SPEED,MercadoLíder,Verde,0.0,0,,,,,,https://www.mercadolivre.com.br/kit-4-cartuchos-compativel-com-hp-933xl-932xl-cmyk-6100/p/MLB22546412#polycard_client=search-nordic&search_layout=grid&position=42&type=product&tracking_id=f869e5b0-8158-4e4c-bc8d-3cb8d61c0c08&wid=MLB3968126427&sid=search
Kit 4 Cartuchos Compatível Com Hp 950xl/951xl Cmyk 8100 8600,"126,70",500,CASAPRINT SPEED,MercadoLíder,Verde,3.6,37,51.35,10.81,10.81,5.41,21.62,https://www.mercadolivre.com.br/kit-4-cartuchos-compativel-com-hp-950xl951xl-cmyk-8100-8600/p/MLB37755239#polycard_client=search-nordic&search_layout=grid&position=31&type=product&tracking_id=f869e5b0-8158-4e4c-bc8d-3cb8d61c0c08&wid=MLB3746077359&sid=search
Kit Cartucho Compatível 21 Preto E 22 Color,"172,99",100,FAR Toner,MercadoLíder,Verde,4.6,17,70.59,23.53,5.88,0.0,0.0,https://www.mercadolivre.com.br/kit-cartucho-compativel-21-preto-e-22-color/p/MLB37998326#polycard_client=search-nordic&search_layout=grid&position=16&type=product&tracking_id=f869e5b0-8158-4e4c-bc8d-3cb8d61c0c08&wid=MLB3851947573&sid=search
Kit Cartucho Compatível Com Hp 122xl Ch563hb Ch564hb B/color,"157,92",100,CASAPRINT SPEED,MercadoLíder,Verde,4.7,24,79.17,16.67,0.0,0.0,4.17,https://www.mercadolivre.com.br/kit-cartucho-compativel-com-hp-122xl-ch563hb-ch564hb-bcolor/p/MLB47042736#polycard_client=search-nordic&search_layout=grid&position=29&type=product&tracking_id=f869e5b0-8158-4e4c-bc8d-3cb8d61c0c08&wid=MLB5313621472&sid=search
Kit Cartucho De Tinta Compativel Hp 655xl / 670xl / 685,"74,90",3,JQTONER,MercadoLíder,Verde,4.0,1,0.0,100.0,0.0,0.0,0.0,https://www.mercadolivre.com.br/kit-cartucho-de-tinta-compativel-hp-655xl--670xl--685/up/MLBU1735077516#polycard_client=search-nordic&search_layout=grid&position=38&type=product&tracking_id=f869e5b0-8158-4e4c-bc8d-3cb8d61c0c08&wid=MLB3496974837&sid=search
Kit Cartucho De Tinta Compativel Hp 74xl / 75xl,"168,10",50,JQTONER,MercadoLíder,Verde,4.3,8,75.0,0.0,12.5,0.0,12.5,https://www.mercadolivre.com.br/kit-cartucho-de-tinta-compativel-hp-74xl--75xl/up/MLBU1760809996#polycard_client=search-nordic&search_layout=grid&position=44&type=product&tracking_id=f869e5b0-8158-4e4c-bc8d-3cb8d61c0c08&wid=MLB4278167296&sid=search
Kit Hp 46 Preto + Colorido P/ 2529 4729 5738 5739,"179,78",500,GIGAJET,+100 vendas,Verde,5.0,1,100.0,0.0,0.0,0.0,0.0,https://www.mercadolivre.com.br/kit-hp-46-preto-colorido-p-2529-4729-5738-5739/p/MLB43903911#polycard_client=search-nordic&search_layout=grid&position=6&type=product&tracking_id=f869e5b0-8158-4e4c-bc8d-3cb8d61c0c08&wid=MLB5528241924&sid=search
Kit Tinta Compativel Hp 950xl / 951xl 8100 8600 8610,"120,64",100,JQTONER,MercadoLíder,Verde,3.7,19,52.63,15.79,0.0,10.53,21.05,https://www.mercadolivre.com.br/kit-tinta-compativel-hp-950xl--951xl-8100-8600-8610/up/MLBU1729432361#polycard_client=search-nordic&search_layout=grid&position=32&type=product&tracking_id=f869e5b0-8158-4e4c-bc8d-3cb8d61c0c08&wid=MLB3413362373&sid=search
Cartucho Tinta Original Canon Ta-20 Ta-30 Pfi-030m Magenta,"444,90",5,Tec Print,+100mil vendas,Verde,5.0,1,100.0,0.0,0.0,0.0,0.0,https://produto.mercadolivre.com.br/MLB-2028723748-cartucho-tinta-original-canon-ta-20-ta-30-pfi-030m-magenta-_JM#is_advertising=true&backend_model=sup_pads_rars_pdp_pads_up_v2_with_defaults&position=7&search_layout=grid&type=pad&tracking_id=b24c93e2-bf6d-457f-bd5a-5a2746f6679d&ad_domain=VQCATCORE_LST&ad_position=7&ad_click_id=MjU3YWEwMWYtMjM5NS00ZDE4LTg1N2UtMThmNGQ5NzM0MjQ3
Kit 03 Cartucho Tinta Original Brother Lc-3037 J6545 Lc3037,"749,90",50,Tec Print,+100mil vendas,Verde,5.0,7,100.0,0.0,0.0,0.0,0.0,https://produto.mercadolivre.com.br/MLB-1979369997-kit-03-cartucho-tinta-original-brother-lc-3037-j6545-lc3037-_JM#is_advertising=true&backend_model=sup_pads_rars_pdp_pads_up_v2_with_defaults&position=8&search_layout=grid&type=pad&tracking_id=b24c93e2-bf6d-457f-bd5a-5a2746f6679d&ad_domain=VQCATCORE_LST&ad_position=8&ad_click_id=ZDFhNWQwMTYtZTBiYi00OTRjLTlmOWYtNmFiYWQyMmJhY2E2
Tinta Original Para L1800 L805 L800 L850 T673 - 06 Cores,"439,94",50,Tec Print,+100mil vendas,Verde,5.0,8,100.0,0.0,0.0,0.0,0.0,https://produto.mercadolivre.com.br/MLB-1778527968-tinta-original-para-l1800-l805-l800-l850-t673-06-cores-_JM#is_advertising=true&backend_model=sup_pads_rars_pdp_pads_up_v2_with_defaults&position=26&search_layout=grid&type=pad&tracking_id=b24c93e2-bf6d-457f-bd5a-5a2746f6679d&ad_domain=VQCATCORE_LST&ad_position=26&ad_click_id=Y2Y2YmVhZGYtOTNkOS00NDZjLTg1ZWItNWUzZjM0MjMwYjAy
Cartucho Compatível 615 645 6615 Preto 40ml P 810c 840c 3820,"125,86",100,ATACADAO1TONER,MercadoLíder,Verde,4.7,12,91.67,0.0,0.0,0.0,8.33,https://produto.mercadolivre.com.br/MLB-4002200405-cartucho-compativel-615-645-6615-preto-40ml-p-810c-840c-3820-_JM?searchVariation=188222399859#is_advertising=true&searchVariation=188222399859&backend_model=sup_pads_rars_pdp_pads_up_v2_with_defaults&position=25&search_layout=grid&type=pad&tracking_id=b24c93e2-bf6d-457f-bd5a-5a2746f6679d&ad_domain=VQCATCORE_LST&ad_position=25&ad_click_id=YzhhNWMzNWMtYzUzNC00Y2VkLWI1ZWUtY2Q3MmIwN2UyZTQ5
Cartucho Tinta Brother Lc406 Lc406m Mfc-j6955 J6555 Magenta,"269,90",25,Tec Print,+100mil vendas,Verde,5.0,1,100.0,0.0,0.0,0.0,0.0,https://produto.mercadolivre.com.br/MLB-2707064351-cartucho-tinta-brother-lc406-lc406m-mfc-j6955-j6555-magenta-_JM#is_advertising=true&backend_model=sup_pads_rars_pdp_pads_up_v2_with_defaults&position=17&search_layout=grid&type=pad&tracking_id=b24c93e2-bf6d-457f-bd5a-5a2746f6679d&ad_domain=VQCATCORE_LST&ad_position=17&ad_click_id=OTJiYjMxMTEtNGUwMi00ZmIwLTk3MmMtZTNkZDQxYzZmMDFi
Kit 4 Cartuchos 670xl Para 3525 4615 4625 5525,"46,90",1000,katarykmilllima,MercadoLíder,Verde,4.6,120,80.0,11.67,2.5,1.67,4.17,https://www.mercadolivre.com.br/kit-4-cartuchos-670xl-para-3525-4615-4625-5525/p/MLB36813017?pdp_filters=item_id:MLB3949636085#is_advertising=true&searchVariation=MLB36813017&backend_model=sup_pads_rars_pdp_pads_up_v2_with_defaults&position=27&search_layout=grid&type=pad&tracking_id=b24c93e2-bf6d-457f-bd5a-5a2746f6679d&ad_domain=VQCATCORE_LST&ad_position=27&ad_click_id=ZDU1NGM3MjktNzY0OC00NGZmLTkyNjAtMGExMWFiMTFjMmE4
Cartucho Tinta Original Canon Ta-20 Ta-30 Pfi-030m Magenta,"422,90",25,Tec Print,+100mil vendas,Verde,5.0,4,100.0,0.0,0.0,0.0,0.0,https://produto.mercadolivre.com.br/MLB-2028730102-cartucho-tinta-original-canon-ta-20-ta-30-pfi-030m-magenta-_JM#is_advertising=true&backend_model=sup_pads_rars_pdp_pads_up_v2_with_defaults&position=16&search_layout=grid&type=pad&tracking_id=b24c93e2-bf6d-457f-bd5a-5a2746f6679d&ad_domain=VQCATCORE_LST&ad_position=16&ad_click_id=OTAxZWEzZDMtMjU5OS00OTVhLTlmZGUtYzI3Y2NkNTEzZjZk
Kit 05 Cartucho Tinta Compativel P/ Uso Epson T140 140 Tx560,"97,76",50,Tec Print,+100mil vendas,Verde,4.5,11,72.73,9.09,9.09,9.09,0.0,https://produto.mercadolivre.com.br/MLB-2636546749-kit-05-cartucho-tinta-compativel-p-uso-epson-t140-140-tx560-_JM#is_advertising=true&backend_model=sup_pads_rars_pdp_pads_up_v2_with_defaults&position=18&search_layout=grid&type=pad&tracking_id=b24c93e2-bf6d-457f-bd5a-5a2746f6679d&ad_domain=VQCATCORE_LST&ad_position=18&ad_click_id=ZDVhNDI3OGItY2ZiYi00NjNhLTg0ZTgtYmU2ZWMyNjM3NWI3
Cartucho Tinta Original Brother Lc406xlbk J6955 J6555 Preta,"519,90",5,Tec Print,+100mil vendas,Verde,0.0,0,,,,,,https://produto.mercadolivre.com.br/MLB-2706230051-cartucho-tinta-original-brother-lc406xlbk-j6955-j6555-preta-_JM#is_advertising=true&backend_model=sup_pads_rars_pdp_pads_up_v2_with_defaults&position=9&search_layout=grid&type=pad&tracking_id=b24c93e2-bf6d-457f-bd5a-5a2746f6679d&ad_domain=VQCATCORE_LST&ad_position=9&ad_click_id=ZDBmYzg0MGUtZjRjZi00YjE0LTlmZTAtOTAzYTIyNzNkMWIz
Kit 2 Cartucho Hp 60xl Original Color E Black,"467,86",0,TORPILE_STORE,+100 vendas,Verde,0.0,0,,,,,,https://produto.mercadolivre.com.br/MLB-2641968977-kit-2-cartucho-hp-60xl-original-color-e-black-_JM#polycard_client=search-nordic&search_layout=grid&position=28&type=item&tracking_id=b24c93e2-bf6d-457f-bd5a-5a2746f6679d&wid=MLB2641968977&sid=search
Kit 2 Cartucho Hp 60xl Color E Preto Original,"419,90",0,TORPILE_STORE,+100 vendas,Verde,0.0,0,,,,,,https://produto.mercadolivre.com.br/MLB-2642014221-kit-2-cartucho-hp-60xl-color-e-preto-original-_JM#polycard_client=search-nordic&search_layout=grid&position=33&type=item&tracking_id=b24c93e2-bf6d-457f-bd5a-5a2746f6679d&wid=MLB2642014221&sid=search
Kit Cartuchos De Tinta  Hp 60xl Preto E Tricolor 18ml Cada  (Recondicionado),"258,67",25,WILLIANCHARLES54,MercadoLíder,Verde,5.0,2,100.0,0.0,0.0,0.0,0.0,https://produto.mercadolivre.com.br/MLB-3232027072-kit-cartuchos-de-tinta-hp-60xl-preto-e-tricolor-18ml-cada-_JM#polycard_client=search-nordic&search_layout=grid&position=12&type=item&tracking_id=b24c93e2-bf6d-457f-bd5a-5a2746f6679d&wid=MLB3232027072&sid=search
Cartucho De Tinta Preta Hp Inkjet 60xl 12ml (cc641wb),"124,90",2,DV20250909133312,Vendedor Comum,N/A,0.0,0,,,,,,https://produto.mercadolivre.com.br/MLB-5682426206-cartucho-de-tinta-preta-hp-inkjet-60xl-12ml-cc641wb-_JM#polycard_client=search-nordic&search_layout=grid&position=36&type=item&tracking_id=b24c93e2-bf6d-457f-bd5a-5a2746f6679d&wid=MLB5682426206&sid=search
2 Cartuchos Hp 60xl Preto Tricolor,"289,11",1000,DL20250527161415,+100 vendas,Verde,4.6,29,79.31,13.79,0.0,3.45,3.45,https://www.mercadolivre.com.br/2-cartuchos-hp-60xl-preto-tricolor/p/MLB42459602#polycard_client=search-nordic&search_layout=grid&position=10&type=product&tracking_id=b24c93e2-bf6d-457f-bd5a-5a2746f6679d&wid=MLB4141875037&sid=search
Cartucho Compatível Hp 60xl Colorido E Black,"270,90",0,LOJATOP10 DISTRIBUIDORA,MercadoLíder,Verde,0.0,0,,,,,,https://www.mercadolivre.com.br/cartucho-compativel-hp-60xl-colorido-e-black/up/MLBU1112185017#polycard_client=search-nordic&search_layout=grid&position=22&type=product&tracking_id=b24c93e2-bf6d-457f-bd5a-5a2746f6679d&wid=MLB2783671318&sid=search
Cartucho De Tinta Hp 60xl Cor Tricolor Do 11 Ml,"132,91",500,opontoo,MercadoLíder,Verde,4.6,29,79.31,13.79,0.0,3.45,3.45,https://www.mercadolivre.com.br/cartucho-de-tinta-hp-60xl-cor-tricolor-do-11-ml/p/MLB36760953#polycard_client=search-nordic&search_layout=grid&position=4&type=product&tracking_id=b24c93e2-bf6d-457f-bd5a-5a2746f6679d&wid=MLB5351638410&sid=search
Cartucho De Tinta Hp 60xl Cor Tricolor Do 11 Ml,"179,38",0,CJL INFORMATICA,MercadoLíder,Verde,0.0,0,,,,,,https://www.mercadolivre.com.br/cartucho-de-tinta-hp-60xl-cor-tricolor-do-11-ml/up/MLBU1993498136#polycard_client=search-nordic&search_layout=grid&position=13&type=product&tracking_id=b24c93e2-bf6d-457f-bd5a-5a2746f6679d&wid=MLB5062945988&sid=search
Cartucho De Tinta Hp 60xl Preto+ 60xl Tricolor Originall,"208,11",5,opontoo,MercadoLíder,Verde,0.0,0,,,,,,https://www.mercadolivre.com.br/cartucho-de-tinta-hp-60xl-preto-60xl-tricolor-originall/up/MLBU1459311563#polycard_client=search-nordic&search_layout=grid&position=21&type=product&tracking_id=b24c93e2-bf6d-457f-bd5a-5a2746f6679d&wid=MLB3780551817&sid=search
Cartucho de tinta HP CC641WL cor preta,"148,14",500,DL20250527161415,+100 vendas,Verde,0.0,0,,,,,,https://www.mercadolivre.com.br/cartucho-de-tinta-hp-cc641wl-cor-preta/p/MLB36756678#polycard_client=search-nordic&search_layout=grid&position=2&type=product&tracking_id=b24c93e2-bf6d-457f-bd5a-5a2746f6679d&wid=MLB4141933921&sid=search
Cartucho De Tinta Preta Hp Inkjet 60xl 12ml Novo Promoção,"163,91",5,CJL INFORMATICA,MercadoLíder,Verde,5.0,3,100.0,0.0,0.0,0.0,0.0,https://www.mercadolivre.com.br/cartucho-de-tinta-preta-hp-inkjet-60xl-12ml-novo-promocao/up/MLBU1985435288#polycard_client=search-nordic&search_layout=grid&position=5&type=product&tracking_id=b24c93e2-bf6d-457f-bd5a-5a2746f6679d&wid=MLB3851814245&sid=search
Cartucho De Tinta Preta Hp Inkjet 60xl 12ml Novo,"167,99",3,CJL INFORMATICA,MercadoLíder,Verde,0.0,0,,,,,,https://www.mercadolivre.com.br/cartucho-de-tinta-preta-hp-inkjet-60xl-12ml-novo/up/MLBU1989431315#polycard_client=search-nordic&search_layout=grid&position=11&type=product&tracking_id=b24c93e2-bf6d-457f-bd5a-5a2746f6679d&wid=MLB5062971254&sid=search
Cartucho de Tinta Preta HP InkJet 60xl 12ml,"162,91",500,CJL INFORMATICA,MercadoLíder,Verde,4.5,19,78.95,10.53,0.0,5.26,5.26,https://www.mercadolivre.com.br/cartucho-de-tinta-preta-hp-inkjet-60xl-12ml/p/MLB36762389#polycard_client=search-nordic&search_layout=grid&position=3&type=product&tracking_id=b24c93e2-bf6d-457f-bd5a-5a2746f6679d&wid=MLB5065124672&sid=search
Cartucho Hp 60 Colorido,"132,16",1000,braprintmanutencaodeequipto,+50mil vendas,Verde,3.8,6,50.0,16.67,16.67,0.0,16.67,https://www.mercadolivre.com.br/cartucho-hp-60-colorido/p/MLB21965683#polycard_client=search-nordic&search_layout=grid&position=50&type=product&tracking_id=b24c93e2-bf6d-457f-bd5a-5a2746f6679d&wid=MLB5691441430&sid=search
Cartucho Hp 60xl Cc641wb Preto,"222,13",500,CASAPRINT SPEED,MercadoLíder,Verde,4.6,29,79.31,13.79,0.0,3.45,3.45,https://www.mercadolivre.com.br/cartucho-hp-60xl-cc641wb-preto/p/MLB37689465#polycard_client=search-nordic&search_layout=grid&position=1&type=product&tracking_id=b24c93e2-bf6d-457f-bd5a-5a2746f6679d&wid=MLB5512211184&sid=search
Cartucho Hp 60xl Original Cc641wb Black | D2545 | F2480,"222,13",5,CASAPRINT SPEED,MercadoLíder,Verde,4.5,2,50.0,50.0,0.0,0.0,0.0,https://www.mercadolivre.com.br/cartucho-hp-60xl-original-cc641wb-black--d2545--f2480/up/MLBU1894991291#polycard_client=search-nordic&search_layout=grid&position=14&type=product&tracking_id=b24c93e2-bf6d-457f-bd5a-5a2746f6679d&wid=MLB1748508141&sid=search
Cartucho Hp 60xl Original Cc641wb Black - Hp D2530 F4210,"244,34",0,CASAPRINT SPEED,MercadoLíder,Verde,0.0,0,,,,,,https://www.mercadolivre.com.br/cartucho-hp-60xl-original-cc641wb-black--hp-d2530-f4210/up/MLBU1899054572#polycard_client=search-nordic&search_layout=grid&position=19&type=product&tracking_id=b24c93e2-bf6d-457f-bd5a-5a2746f6679d&wid=MLB1747524031&sid=search
Cartucho Hp 60xl Original Cc644wb Color - Hp D2530 D2560,"218,90",0,CASAPRINT SPEED,MercadoLíder,Verde,0.0,0,,,,,,https://www.mercadolivre.com.br/cartucho-hp-60xl-original-cc644wb-color--hp-d2530-d2560/up/MLBU1894863577#polycard_client=search-nordic&search_layout=grid&position=23&type=product&tracking_id=b24c93e2-bf6d-457f-bd5a-5a2746f6679d&wid=MLB1747522265&sid=search
Cartucho Hp 60xl Preto Original Alto Rendimento C4780 F4580,"372,50",0,Mundoware,+10mil vendas,Verde,0.0,0,,,,,,https://www.mercadolivre.com.br/cartucho-hp-60xl-preto-original-alto-rendimento-c4780-f4580/up/MLBU752804378#polycard_client=search-nordic&search_layout=grid&position=34&type=product&tracking_id=b24c93e2-bf6d-457f-bd5a-5a2746f6679d&wid=MLB2662213864&sid=search
Cartucho Tinta Hp 60xl Preto/tricolor Promoção Limitada,"198,90",5,opontoo,MercadoLíder,Verde,0.0,0,,,,,,https://www.mercadolivre.com.br/cartucho-tinta-hp-60xl-pretotricolor-promocao-limitada/up/MLBU1459312585#polycard_client=search-nordic&search_layout=grid&position=43&type=product&tracking_id=b24c93e2-bf6d-457f-bd5a-5a2746f6679d&wid=MLB3780528147&sid=search
HP 60XL Preto+60XL Tricolor,"380,22",100,ONIX_TECNOLOGIA,+100 vendas,Verde,0.0,0,,,,,,https://www.mercadolivre.com.br/hp-60xl-preto60xl-tricolor/p/MLB8055905#polycard_client=search-nordic&search_layout=grid&position=6&type=product&tracking_id=b24c93e2-bf6d-457f-bd5a-5a2746f6679d&wid=MLB3983750669&sid=search
Kit 2 Cartucho Hp 60xl Color E Preto,"419,90",5,CASAPRINT SPEED,MercadoLíder,Verde,0.0,0,,,,,,https://www.mercadolivre.com.br/kit-2-cartucho-hp-60xl-color-e-preto/p/MLB41393799#polycard_client=search-nordic&search_layout=grid&position=29&type=product&tracking_id=b24c93e2-bf6d-457f-bd5a-5a2746f6679d&wid=MLB5176910938&sid=search
Kit 2 Cartucho Hp 60xl Original Color E Black,"399,71",0,CASAPRINT SPEED,MercadoLíder,Verde,4.0,1,0.0,100.0,0.0,0.0,0.0,https://www.mercadolivre.com.br/kit-2-cartucho-hp-60xl-original-color-e-black/up/MLBU2237011845#polycard_client=search-nordic&search_layout=grid&position=20&type=product&tracking_id=b24c93e2-bf6d-457f-bd5a-5a2746f6679d&wid=MLB3320975137&sid=search
Kit 2 Cartuchos De Tinta 60xl Preto Original Novo,"209,90",4,opontoo,MercadoLíder,Verde,0.0,0,,,,,,https://www.mercadolivre.com.br/kit-2-cartuchos-de-tinta-60xl-preto-original-novo/up/MLBU3345014656#polycard_client=search-nordic&search_layout=grid&position=30&type=product&tracking_id=b24c93e2-bf6d-457f-bd5a-5a2746f6679d&wid=MLB5539837316&sid=search
Kit Cartucho Compatível Hp 60xl Preto E 60xl Color Novo,"220,44",5,FETIMCARTUCHOS-SP,MercadoLíder,Verde,4.2,5,60.0,20.0,0.0,20.0,0.0,https://www.mercadolivre.com.br/kit-cartucho-compativel-hp-60xl-preto-e-60xl-color-novo/up/MLBU1482771274#polycard_client=search-nordic&search_layout=grid&position=31&type=product&tracking_id=b24c93e2-bf6d-457f-bd5a-5a2746f6679d&wid=MLB886333785&sid=search
Kit Cartucho Hp 60xl Preto E Hp 60 Color Originais,"349,62",0,CM20250428111500,MercadoLíder,Verde,0.0,0,,,,,,https://www.mercadolivre.com.br/kit-cartucho-hp-60xl-preto-e-hp-60-color-originais/up/MLBU3346014698#polycard_client=search-nordic&search_layout=grid&position=42&type=product&tracking_id=b24c93e2-bf6d-457f-bd5a-5a2746f6679d&wid=MLB4148773887&sid=search
Kit Cartucho Modelo 60xl Preto + 60 Xl Tricolor Novo Lacrado,"297,30",0,CJL INFORMATICA,MercadoLíder,Verde,0.0,0,,,,,,https://www.mercadolivre.com.br/kit-cartucho-modelo-60xl-preto--60-xl-tricolor-novo-lacrado/up/MLBU1993500360#polycard_client=search-nordic&search_layout=grid&position=49&type=product&tracking_id=b24c93e2-bf6d-457f-bd5a-5a2746f6679d&wid=MLB5061519974&sid=search
Kit Cartucho Para Impressora Model 60xl Preto + 60 Xl Color,"287,60",5,CJL INFORMATICA,MercadoLíder,Verde,0.0,0,,,,,,https://www.mercadolivre.com.br/kit-cartucho-para-impressora-model-60xl-preto--60-xl-color/up/MLBU1989085717#polycard_client=search-nordic&search_layout=grid&position=38&type=product&tracking_id=b24c93e2-bf6d-457f-bd5a-5a2746f6679d&wid=MLB5061520328&sid=search
